;Unnamed: 0;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar;ort;yagis;tuketim;temiz
2.08.11;2.08.11 00:00;75,03;78,74;77,92;68,56;69,73;78,28;81,79;100;100;99,96;83;0;;75.957
3.08.11;3.08.11 00:00;74,58;78,47;77,54;67,86;69,26;78,28;81,6;100;100;99,92;82,75;0;;75.957
4.08.11;4.08.11 00:00;74,21;78,15;77,23;67,51;69,07;77,91;81,15;100;100;96,88;82,21;0;;75.957
5.08.11;5.08.11 00:00;73,91;77,78;76,98;67,15;68,6;77,35;81,06;100;100;92,79;81,56;0;;75.957
6.08.11;6.08.11 00:00;73,61;77,46;76,79;66,63;68,03;76,97;80,88;100;100;88,28;80,86;0;;75.957
7.08.11;7.08.11 00:00;73,31;77,14;76,67;66,45;67,66;76,59;80,54;100;100;85,27;80,36;0;;75.957
8.08.11;8.08.11 00:00;72,93;76,88;76,23;66,11;67,19;76,41;80,37;99,76;100;81,68;79,76;0;;75.957
9.08.11;9.08.11 00:00;72,64;76,56;75,79;65,76;66,72;76,22;80,21;99,51;100;77,69;79,11;0;;75.957
10.08.11;10.08.11 00:00;72,26;76,24;75,48;65,41;66,44;75,65;79,74;99,51;99,88;73,67;78,43;0;;75.957
11.08.11;11.08.11 00:00;72,04;76,03;75,29;65,24;65,98;75,65;79,53;99,51;100;69,3;77,86;2,94;;75.957
12.08.11;12.08.11 00:00;71,89;75,92;75,29;65,93;65,89;75,47;79,74;99,63;100;63,58;77,33;18,19;;75.957
13.08.11;13.08.11 00:00;71,74;75,76;75,29;65,24;65,89;75,28;79,31;99,63;99,88;63,55;77,16;0,25;;75.957
14.08.11;14.08.11 00:00;71,6;75,39;75,17;64,89;65,89;74,92;79,1;99,88;99,88;63,56;77,03;0;;75.957
15.08.11;15.08.11 00:00;71,37;75,12;74,73;64,37;65,52;74,73;78,99;99,88;99,88;61,9;76,65;0;;75.957
16.08.11;16.08.11 00:00;71,08;74,8;74,54;64,2;65,05;74,55;78,89;99,63;99,65;59,5;76,19;0;;75.957
17.08.11;17.08.11 00:00;71;74,54;74,04;63,85;64,78;74,18;78,58;99,39;99,42;57,67;75,74;0;;75.957
18.08.11;18.08.11 00:00;70,86;74,27;73,54;63,5;64,41;73,63;78,48;99,15;99,19;56,6;75,36;0;;75.957
19.08.11;19.08.11 00:00;70,71;74;73,1;63,16;63,31;72,9;78,08;98,9;98,96;55,55;74,87;0;;75.957
20.08.11;20.08.11 00:00;70,56;73,58;73,17;62,99;62,95;72,71;77,78;98,67;98,73;54,39;74,55;0;;75.957
21.08.11;21.08.11 00:00;70,41;73,31;72,42;62,47;62,58;72,71;77,47;98,32;98,41;52,78;74,09;0;;75.957
22.08.11;22.08.11 00:00;70,27;72,99;72,48;62,13;62,22;71,8;77,15;97,64;97,76;51,95;73,64;0;;75.957
23.08.11;23.08.11 00:00;69,97;72,67;71,73;61,96;61,77;71,61;76,84;97,11;97,26;51,14;73,21;0;;75.957
24.08.11;24.08.11 00:00;69,68;72,41;71,67;61,61;61,41;71,25;76,69;96,58;96,76;50,28;72,83;0;;75.957
25.08.11;25.08.11 00:00;69,53;72,14;71,23;61,27;61,05;71,25;76,47;96,09;96,3;48,84;72,42;0;;75.957
26.08.11;26.08.11 00:00;69,31;71,77;71,04;60,93;60,69;70,33;76,39;95,8;96,02;48,1;72,04;0;;75.957
27.08.11;27.08.11 00:00;69,09;71,61;70,85;60,42;60,24;69,96;76,17;95,42;95,66;47,1;71,65;0;;75.957
28.08.11;28.08.11 00:00;68,8;71,24;70,54;60,08;59,88;69,78;76,01;95,07;95,33;45,98;71,27;0;;75.957
29.08.11;29.08.11 00:00;68,58;70,92;70,35;59,91;59,53;69,59;75,78;94,59;94,87;44,89;70,9;0;;75.957
30.08.11;30.08.11 00:00;68,29;70,6;69,85;59,74;58,99;69,04;75,54;94,02;94,3;43,91;70,43;0;;75.957
31.08.11;31.08.11 00:00;68,07;70,28;69,73;59,4;58,64;68,86;75,38;93,45;93,74;42,99;70,05;0;;75.957
1.09.11;1.09.11 00:00;68;69,96;69,35;59,06;58,46;68,68;75,3;92,8;93,11;41,69;69,64;0;;71.906
2.09.11;2.09.11 00:00;67,93;69,64;69,1;58,89;58,29;68,49;75,3;92,18;92,49;40,52;69,28;0;;71.906
3.09.11;3.09.11 00:00;67,85;69,43;68,6;59,06;57,93;68,31;75,11;91,58;91,9;39,69;68,95;0;;71.906
4.09.11;4.09.11 00:00;67,71;69,11;68,54;58,55;57,67;68,13;74,72;90,93;91,26;38,79;68,54;0;;71.906
5.09.11;5.09.11 00:00;67,64;68,74;68,17;58,38;57,32;67,94;74,43;90,22;90,56;37,97;68,14;0;;71.906
6.09.11;6.09.11 00:00;67,49;68,42;67,92;58,21;56,27;67,58;74,34;89,5;89,84;37,06;67,66;0;;71.906
7.09.11;7.09.11 00:00;67,42;68,15;67,1;57,88;56,1;67,21;74,06;88,61;88,95;34,95;67,04;0;;71.906
8.09.11;8.09.11 00:00;67,27;67,83;66,6;57,71;55,58;67,21;73,79;87,79;88,11;32,44;66,43;0;;71.906
9.09.11;9.09.11 00:00;67,2;67,51;66,42;57,37;55,58;66,84;73,7;86,82;87,13;29,33;65,79;0;;71.906
10.09.11;10.09.11 00:00;67,05;67,25;66,35;57,2;55,58;66,11;73,43;86,18;86,49;26,76;65,24;0;;71.906
11.09.11;11.09.11 00:00;66,98;66,87;65,92;56,87;55,14;66,11;73,26;85,5;85,8;26;64,84;0;;71.906
12.09.11;12.09.11 00:00;66,84;66,61;65,79;56,53;54,89;65,74;73,1;84,93;85,23;25,24;64,49;0;;71.906
13.09.11;13.09.11 00:00;66,69;66,29;65,35;56,36;54,63;65,01;72,93;84,51;84,79;25,32;64,19;0;;71.906
14.09.11;14.09.11 00:00;66,55;65,92;65,17;55,69;54,28;64,82;72,68;84,4;84,68;25,81;64;0;;71.906
15.09.11;15.09.11 00:00;66,4;65,6;64,73;55,36;53,94;64,46;72,52;83,68;83,93;24,73;63,53;0;;71.906
16.09.11;16.09.11 00:00;66,33;65,38;64,42;55,19;53,6;64,27;72,44;82,71;82,92;23,37;63,06;0;;71.906
17.09.11;17.09.11 00:00;66,19;65,01;64,04;55,03;53,34;63,72;72,21;81,81;81,98;23,24;62,66;0;;71.906
18.09.11;18.09.11 00:00;65,97;64,75;63,6;54,69;53;63,72;72,05;80,98;81,12;23,26;62,31;0;;71.906
19.09.11;19.09.11 00:00;65,76;64,37;63,35;54,53;52,58;63,54;71,82;80,36;80,48;23,25;62;0;;71.906
20.09.11;20.09.11 00:00;65,54;64,05;62,98;54,2;52,15;62,81;71,53;79,4;79,41;23,26;61,53;0;;71.906
21.09.11;21.09.11 00:00;65,26;63,79;62,79;54,2;51,9;62,62;71,39;78,25;78,12;22,89;61,12;0;;71.906
22.09.11;22.09.11 00:00;65,04;63,52;62,54;54,2;50,47;62,81;71,39;78,25;78,12;32,7;61,9;14,78;;71.906
23.09.11;23.09.11 00:00;64,75;63,26;62,1;54,03;50,14;62,44;71,18;78,25;78,12;35,84;62,01;0;;71.906
24.09.11;24.09.11 00:00;64,47;62,96;61,73;53,7;49,73;61,89;70,79;77,05;76,78;34,18;61,33;0;;71.906
25.09.11;25.09.11 00:00;64,33;62,78;61,48;53,7;49,48;61,71;70,58;76,48;76,14;32,25;60,89;0;;71.906
26.09.11;26.09.11 00:00;64,11;62,59;61,29;53,37;49,15;61,15;70,37;75,72;75,3;31,02;60,41;0;;71.906
27.09.11;27.09.11 00:00;63,83;62,34;60,98;53,2;48,82;60,97;70,15;74,79;74,28;29,94;59,93;0;;71.906
28.09.11;28.09.11 00:00;63,54;62,12;60,42;52,87;48,49;60,6;69,95;74,01;73,42;28,41;59,38;0;;71.906
29.09.11;29.09.11 00:00;63,19;61,79;60,26;52,71;48,33;60,42;69,65;73,28;72,62;26,38;58,86;0;;71.906
30.09.11;30.09.11 00:00;62,91;61,6;59,84;53,2;48,08;60,42;69,36;72,9;72,2;25,37;58,59;5,33;;71.906
1.10.11;1.10.11 00:00;62,83;61,49;60,05;52,54;47,83;60,05;69,16;72,6;71,88;24,71;58,31;3,6;;70.069
2.10.11;2.10.11 00:00;62,55;61,31;59,84;52,54;47,59;59,87;68,87;72,25;71,49;23,87;58,02;0;;70.069
3.10.11;3.10.11 00:00;62,34;61,09;59,58;52,38;47,26;59,69;68,69;71,52;70,74;23,52;57,68;0;;70.069
4.10.11;4.10.11 00:00;62,13;60,79;59,32;52,05;46,94;59,14;68,42;70,81;70,03;21,79;57,14;0;;70.069
5.10.11;5.10.11 00:00;61,85;60,65;58,85;52,21;46,45;58,77;68,14;70,04;69,26;19,98;56,62;0;;70.069
6.10.11;6.10.11 00:00;61,64;60,39;58,7;52,05;45,25;58,59;67,97;69,32;68,54;17,95;56,04;0;;70.069
7.10.11;7.10.11 00:00;61,43;60,21;58,44;51,88;44,93;58,22;67,8;68,64;67,87;16,03;55,54;0;;70.069
8.10.11;8.10.11 00:00;61,15;59,99;58,18;51,55;44,85;58,04;67,8;68,01;67,24;16,53;55,33;0;;70.069
9.10.11;9.10.11 00:00;60,93;59,77;57,86;51,39;44,61;57,67;67,63;67,25;66,48;17,29;55,09;1,69;;70.069
10.10.11;10.10.11 00:00;60,86;59,58;58,65;52,38;44,61;58,59;67,72;66,86;66,07;22,14;55,75;30,11;;70.069
11.10.11;11.10.11 00:00;61;59,43;60,26;59,23;45,49;59,14;67,89;72,04;68,99;99,99;65,35;67,21;;70.069
12.10.11;12.10.11 00:00;60,93;59,21;60,21;62,13;45,57;59,14;67,8;71;70,22;99,99;65,62;0,11;;70.069
13.10.11;13.10.11 00:00;60,93;59,03;60,1;61,96;45,41;58,95;67,63;71,31;70,53;99,99;65,58;0;;70.069
14.10.11;14.10.11 00:00;60,93;58,81;60,05;62,13;45,25;59,14;67,63;71,83;71,05;99,99;65,68;8,09;;70.069
15.10.11;15.10.11 00:00;60,93;58,63;60,16;61,79;44,53;58,95;67,29;72,25;71,49;99,99;65,6;6,13;;70.069
16.10.11;16.10.11 00:00;61,07;58,63;60,98;62,13;44,37;58,77;67,21;72,6;71,88;99,99;65,76;11,44;;70.069
17.10.11;17.10.11 00:00;61,22;58,41;63,04;62,3;44,85;58,77;67,21;72,74;72,03;99,99;66,06;10,28;;70.069
18.10.11;18.10.11 00:00;61,07;58,19;62,92;63,16;44,61;58,4;66,98;74,01;73,42;99,99;66,28;10,38;;70.069
19.10.11;19.10.11 00:00;60,93;58;62,79;62,99;44,85;58,22;66,75;75,15;74,67;99,99;66,43;3;;70.069
20.10.11;20.10.11 00:00;60,72;57,78;62,6;62,99;44,77;58,22;66,67;75,43;74,98;99,99;66,42;0;;70.069
21.10.11;21.10.11 00:00;60,52;57,52;62,48;62,64;44,37;58,04;66,59;75,72;75,3;99,99;66,32;0;;70.069
22.10.11;22.10.11 00:00;60,31;57,38;62,17;62,3;44,21;57,85;66,51;75,91;75,51;99,21;66,14;0;;70.069
23.10.11;23.10.11 00:00;60,1;57,19;61,92;62,13;44,13;57,67;66,21;76,2;75,82;96,88;65,82;0;;70.069
24.10.11;24.10.11 00:00;59,82;57,05;61,67;61,79;44,05;57,48;66,21;76,27;75,9;94,25;65,45;0;;70.069
25.10.11;25.10.11 00:00;59,61;56,75;61,42;61,61;43,97;57,3;66,01;76,34;75,98;90,38;64,94;0;;70.069
26.10.11;26.10.11 00:00;59,4;56,53;61,04;61,1;43,89;57,12;65,81;76,41;76,06;86,63;64,4;0,38;;70.069
27.10.11;27.10.11 00:00;59,21;56,31;60,85;60,93;43,73;56,94;65,42;76,48;76,14;86,63;64,26;0;;70.069
28.10.11;28.10.11 00:00;59,01;56,13;60,79;60,59;43,66;56,94;65,23;76,55;76,22;86,63;64,18;0;;70.069
29.10.11;29.10.11 00:00;58,91;55,94;60,31;60,25;43,58;56,58;65,13;76,62;76,3;86,63;64,03;0;;70.069
30.10.11;30.10.11 00:00;58,82;55,69;60,1;59,91;43,5;56,41;64,85;76,69;76,38;86,63;63,9;0;;70.069
31.10.11;31.10.11 00:00;58,59;55,43;59,84;59,74;43,26;55,87;64,76;76,76;76,45;86,63;63,73;0;;70.069
1.11.11;1.11.11 00:00;58,41;55,25;59,32;59,4;42,95;55,7;64,48;76,76;76,45;86,63;63,54;0;;65.797
2.11.11;2.11.11 00:00;58,15;55,03;59,32;59,06;42,79;55,34;64,31;76,83;76,53;83,72;63,11;0;;65.797
3.11.11;3.11.11 00:00;57,97;54,8;59,17;58,89;42,56;55,34;64,22;76,9;76,61;80,18;62,66;1,14;;65.797
4.11.11;4.11.11 00:00;57,81;54,62;58,96;58,55;42,4;55,16;64,05;76,98;76,7;74,72;62;2,03;;65.797
5.11.11;5.11.11 00:00;57,68;54,44;58,65;58,55;42,24;54,99;63,79;76,98;76,7;71,1;61,51;0;;65.797
6.11.11;6.11.11 00:00;57,47;54,22;58,54;58,21;42,01;54,63;63,79;76,98;76,7;71,42;61,4;0;;65.797
7.11.11;7.11.11 00:00;57,33;53,97;58,18;57,54;41,7;54,45;63,54;76,9;76,61;71,54;61,18;0;;65.797
8.11.11;8.11.11 00:00;57,2;53,81;58,02;57,54;41,47;54,28;63,38;76,98;76,7;71,83;61,12;0;;65.797
9.11.11;9.11.11 00:00;57,06;53,62;57,81;57,37;41,39;54,1;63,3;76,98;76,7;71,97;61,03;0;;65.797
10.11.11;10.11.11 00:00;56,85;53,34;57,45;56,87;41,24;53,92;63,22;76,83;76,53;71,89;60,81;0;;65.797
11.11.11;11.11.11 00:00;56,72;53,15;57,45;56,53;41,01;53,92;63,06;76,83;76,53;71,92;60,71;1,23;;65.797
12.11.11;12.11.11 00:00;56,58;52,93;57,71;56,87;40,78;53,57;62,9;76,76;76,45;71,95;60,65;4,07;;65.797
13.11.11;13.11.11 00:00;56,38;52,67;57,6;56,36;40,63;53,39;62,68;76,76;76,45;72,14;60,51;3,08;;65.797
14.11.11;14.11.11 00:00;56,17;52,42;57,5;55,86;40,17;53,39;62,68;76,76;76,45;72,26;60,37;3,61;;65.797
15.11.11;15.11.11 00:00;55,97;52,16;57,34;55,69;39,94;53,03;62,6;76,76;76,45;72,77;60,27;0,88;;65.797
16.11.11;16.11.11 00:00;55,9;51,94;57,97;55,53;39,26;52,68;62,31;76,69;76,38;73,11;60,18;1,45;;65.797
17.11.11;17.11.11 00:00;55,83;51,72;57,76;55,36;38,51;52,68;62,38;76,55;76,22;73,36;60,04;4,47;;65.797
18.11.11;18.11.11 00:00;55,83;51,57;58,02;55,19;38,07;52,5;62,16;76,41;76,06;73,67;59,95;1,72;;65.797
19.11.11;19.11.11 00:00;55,7;51,39;57,81;55,03;37,99;52,14;61,96;76,41;76,06;73,92;59,84;0;;65.797
20.11.11;20.11.11 00:00;55,63;51,2;57,81;54,69;37,92;52,14;61,67;76,41;76,06;73,83;59,74;0;;65.797
21.11.11;21.11.11 00:00;55,49;50,98;57,29;54,2;37,84;51,97;61,38;76,34;75,98;73,87;59,53;0;;65.797
22.11.11;22.11.11 00:00;55,29;50,8;57,08;54,2;37,77;51,61;61,18;76,34;75,98;73,75;59,4;0;;65.797
23.11.11;23.11.11 00:00;55,22;50,58;56,93;54,03;37,62;51,43;60,91;76,27;75,9;73,75;59,26;0;;65.797
24.11.11;24.11.11 00:00;55,15;50,43;56,67;53,7;37,77;51,43;60,91;76,27;75,9;73,68;59,19;0,69;;65.797
25.11.11;25.11.11 00:00;55,09;50,21;56,46;53,2;36,96;51,26;60,64;76,27;75,9;73,81;58,98;0,55;;65.797
26.11.11;26.11.11 00:00;54,88;50,06;56,3;53,04;37,33;50,9;60,37;76,2;75,82;73,92;58,88;0;;65.797
27.11.11;27.11.11 00:00;54,75;49,92;56,41;52,54;37,18;50,9;60,19;76,1;75,72;73,85;58,76;0;;65.797
28.11.11;28.11.11 00:00;54,55;49,62;56,25;52,54;36,81;50,55;59,94;76,01;75,61;73,8;58,57;0;;65.797
29.11.11;29.11.11 00:00;54,41;49,44;56,3;52,05;36,67;50,37;59,77;76,01;75,61;73,61;58,42;0;;65.797
30.11.11;30.11.11 00:00;54,35;49,26;56,35;51,88;36,45;50,19;59,6;75,91;75,51;73,28;58,28;0;;65.797
1.12.11;1.12.11 00:00;54,21;49,07;56,35;51,39;36,09;49,83;59,2;75,91;75,51;73,08;58,06;0;;68.282
2.12.11;2.12.11 00:00;54,01;48,82;56,35;51,23;35,94;49,66;59,2;75,91;75,51;73,03;57,97;0;;68.282
3.12.11;3.12.11 00:00;53,74;48,56;56,35;50,9;35,65;49,3;59,04;75,72;75,3;72,25;57,68;0;;68.282
4.12.11;4.12.11 00:00;53,54;48,3;56,35;50,9;35,58;49,12;58,96;75,06;74,57;71,3;57,37;0;;68.282
5.12.11;5.12.11 00:00;53,34;48,04;56,41;50,74;35,51;48,95;58,81;74,34;73,79;70,26;57,02;0;;68.282
6.12.11;6.12.11 00:00;53,2;47,86;56,41;50,57;35,22;48,77;58,81;73,68;73,06;69,39;56,7;0;;68.282
7.12.11;7.12.11 00:00;53,07;47,71;56,46;50,74;35,3;48,95;58,81;73,2;72,54;69,54;56,63;10,42;;68.282
8.12.11;8.12.11 00:00;53,61;47,75;59,06;51,23;35,22;48,95;58,65;72,67;71,95;70,52;56,96;14,68;;68.282
9.12.11;9.12.11 00:00;53,74;47,9;59,11;51,23;35,15;48,77;58,51;72,18;71,41;70,97;56,9;1,55;;68.282
10.12.11;10.12.11 00:00;53,81;47,9;59,27;51,06;35,01;48,41;58,36;71,52;70,74;71;56,71;0;;68.282
11.12.11;11.12.11 00:00;53,87;47,93;59,38;50,74;34,87;48,24;58,22;71;70,22;71,06;56,55;0;;68.282
12.12.11;12.12.11 00:00;53,87;47,9;59,32;50,9;34,8;48,06;58,15;70,52;69,74;71,05;56,43;0;;68.282
13.12.11;13.12.11 00:00;53,87;47,86;59,32;50,57;34,51;48,06;58,01;70,04;69,26;70,93;56,24;0;;68.282
14.12.11;14.12.11 00:00;53,87;47,79;59,32;50,74;34,37;47,7;57,94;69,59;68,81;70,82;56,1;0;;68.282
15.12.11;15.12.11 00:00;53,87;47,71;59,32;50,74;34,09;47,53;57,75;69,06;68,28;70,8;55,92;0;;68.282
16.12.11;16.12.11 00:00;53,87;47,6;59,32;50,41;34,09;47,35;57,75;68,56;67,79;70,79;55,75;0;;68.282
17.12.11;17.12.11 00:00;53,87;47,53;59,32;50,41;33,95;47,35;57,56;68,08;67,31;70,94;55,63;5,91;;68.282
18.12.11;18.12.11 00:00;53,87;47,53;59,9;50,9;33,95;47,35;57,65;67,63;66,86;71,11;55,68;4,98;;68.282
19.12.11;19.12.11 00:00;54,14;47,57;60,48;50,74;33,95;47,35;57,37;67,35;66,58;71,06;55,66;12,68;;68.282
20.12.11;20.12.11 00:00;54,35;47,57;60,92;51,39;34,09;47,53;57,37;66,56;65,77;72,9;55,85;8,07;;68.282
21.12.11;21.12.11 00:00;54,55;47,64;61,42;53,04;34,58;48,95;57,84;66,1;65,3;76,62;56,6;10,95;;68.282
22.12.11;22.12.11 00:00;54,61;47,68;61,79;53,86;34,87;50,19;57,94;65,63;64,82;76,25;56,76;0,9;;68.282
23.12.11;23.12.11 00:00;54,88;47,9;62,1;54,86;34,3;50,37;58,01;78,95;78,9;83,23;60,35;22,08;;68.282
24.12.11;24.12.11 00:00;56,44;50,03;70,17;60,93;35,15;53,21;58,96;93,02;93,32;91,73;66,3;22,38;;68.282
25.12.11;25.12.11 00:00;57,13;51,09;72,1;61,61;37,4;53,74;58,88;95,16;95,41;95,97;67,85;2,85;;68.282
26.12.11;26.12.11 00:00;57,27;51,53;72,6;62,64;37,4;53,92;58,88;96,09;96,3;96,68;68,33;0;;68.282
27.12.11;27.12.11 00:00;57,47;51,76;73,1;62,82;37,77;53,92;58,81;95,16;95,41;94,37;68,06;0;;68.282
28.12.11;28.12.11 00:00;57,61;51,9;73,04;62,99;37,99;53,92;58,81;94,71;94,99;91,7;67,77;0;;68.282
29.12.11;29.12.11 00:00;57,75;51,98;73,1;62,99;37,77;53,74;58,88;94,71;94,99;88,47;67,44;0;;68.282
30.12.11;30.12.11 00:00;57,88;52,05;73,1;63,16;37,7;53,74;58,73;94,13;94,42;85,15;67,01;0;;68.282
31.12.11;31.12.11 00:00;58,15;52,09;72,98;62,99;37,62;53,74;58,81;93,56;93,85;82,31;66,61;0;;68.282
1.01.12;1.01.12 00:00;58,24;52,34;73,29;63,68;37,77;54,28;59,04;93,56;93,85;83,77;66,98;11,04;;67.137
2.01.12;2.01.12 00:00;58,59;52,67;73,6;64,54;37,99;53,92;59,04;93,79;94,08;83,37;67,16;0,45;;67.137
3.01.12;3.01.12 00:00;58,77;52,86;73,54;64,54;38,21;54,1;58,81;93,34;93,64;80,55;66,84;0;;67.137
4.01.12;4.01.12 00:00;58,82;53,04;73,79;64,72;38,29;53,92;58,81;93,34;93,64;80,35;66,87;0;;67.137
5.01.12;5.01.12 00:00;59,01;53,19;73,6;64,89;38,29;53,92;58,88;93,23;93,53;79,48;66,8;0;;67.137
6.01.12;6.01.12 00:00;59,11;53,34;73,67;64,54;38,44;53,92;58,96;92,8;93,11;78,08;66,6;0;;67.137
7.01.12;7.01.12 00:00;59,16;53,5;73,85;64,72;38,29;53,92;58,96;93,02;93,32;78,48;66,72;2;;67.137
8.01.12;8.01.12 00:00;59,47;53,62;74,29;64,89;38,21;53,74;59,12;93,56;93,85;77,76;66,85;12,22;;67.137
9.01.12;9.01.12 00:00;60,17;54,36;75,54;66,11;38,96;54,1;59,27;93,56;93,85;83,55;67,95;5,49;;67.137
10.01.12;10.01.12 00:00;60,65;54,92;75,92;66,45;39,41;54,28;59,2;93,56;93,85;82,05;68,03;0,99;;67.137
11.01.12;11.01.12 00:00;60,93;55,32;76,35;66,8;39,86;54,63;59,27;93,34;93,64;80,23;68,04;3,62;;67.137
12.01.12;12.01.12 00:00;62,41;56,24;81,5;66,45;40,02;54,28;59,43;93,13;93,43;78,27;68,52;4,07;;67.137
13.01.12;13.01.12 00:00;62,98;57,01;82,08;66,63;39,94;54,28;59,35;92,7;93;75,41;68,34;0;;67.137
14.01.12;14.01.12 00:00;63,4;57,41;82,38;66,63;40,09;54,28;59,6;92,18;92,49;72,19;68,07;0;;67.137
15.01.12;15.01.12 00:00;63,76;57,74;83,4;67,15;40,17;54,28;59,6;91,88;92,2;70,83;68,1;6,13;;67.137
16.01.12;16.01.12 00:00;64,11;58,08;84,05;66,98;40,17;54,28;59,68;91,58;91,9;67,37;67,82;0;;67.137
17.01.12;17.01.12 00:00;64,47;58,41;84,56;67,33;40,09;54,28;59,6;91,3;91,62;64,09;67,58;4,73;;67.137
18.01.12;18.01.12 00:00;64,68;58,55;84,49;67,33;39,41;54,28;59,43;91,02;91,35;60,65;67,12;0;;67.137
19.01.12;19.01.12 00:00;64,97;58,77;85,07;67,33;39,26;54,1;59,51;90,65;90,99;58,26;66,89;0,43;;67.137
20.01.12;20.01.12 00:00;65,11;58,96;84,78;67,15;39,34;53,92;59,6;90,31;90,64;55,57;66,54;0;;67.137
21.01.12;21.01.12 00:00;65,47;59,18;85,36;67,33;39,41;54,1;59,6;89,97;90,31;52,58;66,33;1,16;;67.137
22.01.12;22.01.12 00:00;65,97;59,69;86,46;67,51;39,34;54,28;59,6;89,61;89,95;50,31;66,27;4,48;;67.137
23.01.12;23.01.12 00:00;66,48;60,24;87,29;67,51;39,41;54,28;59,6;89,27;89,61;48,55;66,22;0;;67.137
24.01.12;24.01.12 00:00;66,77;60,46;87,46;67,86;39,34;54,45;59,43;89,05;89,39;45,5;65,97;0;;67.137
25.01.12;25.01.12 00:00;66,98;60,72;87,71;67,68;39,41;54,45;59,68;88,51;88,84;45,63;65,96;0,85;;67.137
26.01.12;26.01.12 00:00;67,27;60,87;87,96;67,86;39,49;54,81;59,68;87,58;87,9;49,22;66,26;10,92;;67.137
27.01.12;27.01.12 00:00;67,64;61,27;88,63;69,97;39,49;55,87;59,68;93,02;93,32;64,99;69,39;6,53;;67.137
28.01.12;28.01.12 00:00;67,93;61,71;89,04;70,15;39,79;56,23;59,77;94,98;95,24;68,25;70,31;4;;67.137
29.01.12;29.01.12 00:00;68,51;62,04;89,71;70,32;40,02;56,23;59,94;94,71;94,99;75,75;71,22;2,45;;67.137
30.01.12;30.01.12 00:00;68,95;62,45;90,04;70,5;40,24;56,23;60,11;94,71;94,99;80,9;71,91;1,99;;67.137
31.01.12;31.01.12 00:00;69,17;62,78;90,54;71,03;40,4;56,58;60,27;92,48;92,79;85,96;72,2;2,65;;67.137
1.02.12;1.02.12 00:00;69,39;63,18;91,38;71,21;41,01;57,12;60,64;90,56;90,89;88,05;72,34;2,28;;63.613
2.02.12;2.02.12 00:00;69,53;63,47;90,88;71,21;40,93;57,12;60,64;90,14;90,48;89,5;72,39;1,56;;63.613
3.02.12;3.02.12 00:00;69,97;63,89;89,79;71,21;41,08;57,3;60,82;89,72;90,06;89,89;72,37;4,36;;63.613
4.02.12;4.02.12 00:00;70,27;64,21;89,46;71,21;41,16;57,3;60,82;87,1;87,42;91,28;72,02;0;;63.613
5.02.12;5.02.12 00:00;71,3;65,06;91,54;71,21;41,62;57,3;60,82;85,74;86,04;91,59;72,22;0;;63.613
6.02.12;6.02.12 00:00;71,37;66,55;93,38;72,28;42,71;58,04;60,82;86,63;86,94;96,44;73,52;0;;63.613
7.02.12;7.02.12 00:00;72,11;68,2;94,29;73,35;44,37;58,77;61;90,14;90,48;98,85;75,16;10,36;;63.613
8.02.12;8.02.12 00:00;74,06;71,61;100;78,6;51,14;63,36;61,87;100;90,89;99,99;79,15;25,96;;63.613
9.02.12;9.02.12 00:00;75,79;74,06;100;81,54;54,89;65,93;63,22;89,72;90,06;99,99;79,52;2,99;;63.613
10.02.12;10.02.12 00:00;76,62;74,96;99,9;82,83;56,27;67,21;63,7;89,72;90,06;99,99;80,13;2,41;;63.613
11.02.12;11.02.12 00:00;77,15;75,6;99,79;82,83;56,97;67,39;63,96;89,97;90,31;99,99;80,4;4,03;;63.613
12.02.12;12.02.12 00:00;77,53;76,13;99,48;82,83;57,49;68,13;64,4;90,22;90,56;99,99;80,68;0;;63.613
13.02.12;13.02.12 00:00;77,99;76,77;99,48;83,39;57,93;69,04;65,04;92,48;92,79;99,99;81,49;0;;63.613
14.02.12;14.02.12 00:00;78,76;77,78;100;85,82;58,91;72,9;66,21;94,13;94,42;99,99;82,89;8,81;;63.613
15.02.12;15.02.12 00:00;80,22;80,34;100;89,4;59,44;76,59;67,29;100;94,42;99,99;84,77;9,58;;63.613
16.02.12;16.02.12 00:00;82;81,72;99,69;90,92;61,32;79,04;67,97;100;93,53;99,99;85,62;3,63;;63.613
17.02.12;17.02.12 00:00;83,18;83,05;100;92,25;62,49;80,73;68,78;96,09;91,8;99,99;85,84;2,37;;63.613
18.02.12;18.02.12 00:00;83,88;83,9;100;92,25;63,49;80,73;68,69;93,56;90,48;99,99;85,7;0,4;;63.613
19.02.12;19.02.12 00:00;84,35;84,59;100;92,63;64,04;81,1;69,26;92,48;92;99,99;86,04;0;;63.613
20.02.12;20.02.12 00:00;84,91;85,18;100;92,63;64,32;81,48;69,45;92,8;93,11;99,99;86,39;0;;63.613
21.02.12;21.02.12 00:00;85,22;85,66;99,9;92,63;64,59;81,67;69,65;94,71;94,99;99,99;86,9;0;;63.613
22.02.12;22.02.12 00:00;85,62;86,19;99,9;92,63;64,87;82,04;70,15;94,71;94,99;99,99;87,11;0;;63.613
23.02.12;23.02.12 00:00;85,94;86,67;100;93,02;64,96;82,42;70,15;95,6;95,83;99,99;87,46;0;;63.613
